Unnamed: 0,title,year,genres,rating,plot,cast,director,countries,translated_plot,genres_vn,country_vn
138,Saboteur,1942,"['Thriller', 'War']",7.1,A young man accused of sabotage goes on the run to prove his innocence.,"['Priscilla Lane', 'Robert Cummings', 'Otto Kruger', 'Alan Baxter', 'Clem Bevans']",['Alfred Hitchcock'],['United States'],Một người đàn ông trẻ bị buộc tội phá hoại chạy trốn để chứng minh sự vô tội của mình.,"['Giật gân', 'Chiến tranh']",['Hoa Kỳ']
139,Saving Grace,2000,"['Comedy', 'Crime']",6.9,"A small-town English widow, facing financial troubles after her husband's suicide, turns to agriculture of an illegal kind.","['Brenda Blethyn', 'Craig Ferguson', 'Martin Clunes', 'Tchéky Karyo', 'Jamie Foreman']",['Nigel Cole'],['United Kingdom'],"Một người đàn bà sống ở thành thị nhỏ, đang đối mặt với khó khăn tài chính sau khi chồng cô tự tử, đã quay trở lại trồng trọt một loại trái cây bất hợp pháp.","['Hài', 'Tội phạm']",['Vương quốc Anh']
140,Love in the Afternoon,1957,"['Comedy', 'Crime', 'Drama', 'Romance']",7.1,A middle-aged playboy becomes fascinated by the daughter of a private detective who has been hired to entrap him with the wife of a client.,"['Gary Cooper', 'Audrey Hepburn', 'Maurice Chevalier', 'John McGiver', 'Van Doude']",['Billy Wilder'],['United States'],Một quý ông trung niên đã quen biết với sự ngưỡng mộ một cô gái nhỏ của một nhà điều tra tư nhân đã thuê để lừa hắn cùng vợ của khách hàng.,"['Hài', 'Tội phạm', 'Chính kịch', 'Lãng mạn']",['Hoa Kỳ']
141,Courage Under Fire,1996,"['Action', 'Drama', 'Mystery', 'Thriller', 'War']",6.6,"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.","['Denzel Washington', 'Meg Ryan', 'Lou Diamond Phillips', 'Michael Moriarty', 'Matt Damon']",['Edward Zwick'],['United States'],"Một sĩ quan quân đội Hoa Kỳ buồn bã về một sai lầm chết người mà anh ta đã làm, điều tra sự xứng đáng của một chỉ huy trực thăng nữ cho Huy chương Vàng.","['Hành động', 'Chính kịch', 'Bí ẩn', 'Giật gân', 'Chiến tranh']",['Hoa Kỳ']
142,Anywhere But Here,1999,"['Comedy', 'Drama']",6.2,A mother and daughter search for success in Beverly Hills.,"['Susan Sarandon', 'Natalie Portman', 'Hart Bochner', 'Eileen Ryan', 'Ray Baker']",['Wayne Wang'],['United States'],Mẹ và con gái tìm kiếm thành công ở Beverly Hills.,"['Hài', 'Chính kịch']",['Hoa Kỳ']
143,The Gay Deceivers,1969,['Comedy'],5.9,"Danny and Elliot avoid military service by pretending to be gay, but they have to act the part when the recruiting officer doesn't buy it.","['Kevin Coughlin', 'Brooke Bundy', 'Lawrence P. Casey', 'Jo Ann Harris', 'Michael Greer']",['Bruce Kessler'],['United States'],"Danny và Elliot tránh bị gọi nhập ngũ bằng cách giả vờ là đồng tính luyến ái, nhưng họ phải tiếp tục đóng vai khi thiếu viên tuyển mộ không tin vào điều đó.",['Hài'],['Hoa Kỳ']
144,New Nightmare,1994,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",6.4,A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?,"['Jf Davis', 'Heather Langenkamp', 'Miko Hughes', 'Matt Winston', 'Rob LaBelle']",['Wes Craven'],['United States'],Một lực ma quỷ đã chọn Freddy Krueger làm cầu nối vào thế giới thực. Heather Langenkamp có thể tái hiện nhân vật Nancy một lần nữa và giam giữ ác quỷ đang cố gắng xâm nhập vào thế giới của chúng ta không?,"['Giả tưởng', 'Kinh dị', 'Bí ẩn', 'Giật gân']",['Hoa Kỳ']
145,Joe Gould's Secret,2000,['Drama'],6.6,"Around 1940, The New Yorker staff writer Joe Mitchell meets Joe Gould, a Greenwich Village character, who is writing a voluminous Oral History of the World, a record of twenty thousand conversations he's overheard.","['Ian Holm', 'Stanley Tucci', 'Hope Davis', 'Sarah Hyland', 'Hallee Hirsh']",['Stanley Tucci'],['United States'],"Vào khoảng năm 1940, nhà báo Joe Mitchell của tạp chí New Yorker gặp Joe Gould, một nhân vật ở khu phố Greenwich Village đang viết một cuốn sách ""Thật sử của thế giới"", là một kỷ lục trong hai mươi ngàn cuộc nói chuyện mà ông ấy đã nghe thấy.",['Chính kịch'],['Hoa Kỳ']
146,American Beauty,1999,['Drama'],8.3,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley', 'Mena Suvari']",['Sam Mendes'],['United States'],Một người cha ở ngoại ô bị sự cố về tình dục dẫn đến cuộc khủng hoảng giữa tâm sinh lý sau khi trở nên say mê với bạn thân của con gái mình.,['Chính kịch'],['Hoa Kỳ']
147,Super Mario Bros.,1993,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",4.2,"Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.","['Bob Hoskins', 'John Leguizamo', 'Dennis Hopper', 'Samantha Mathis', 'Fisher Stevens']","['Annabel Jankel', 'Rocky Morton']","['United Kingdom', 'United States', 'Japan', 'France']","Hai thợ sửa ống nước Brooklyn, Mario và Luigi phải đi đến một chiều không gian khác để cứu ngài công chúa khỏi tù trưởng ác độc Bác Công Cù và ngăn chặn ông ta từ ý định thống trị thế giới.","['Phiêu lưu', 'Hài', 'Gia đình', 'Giả tưởng', 'Khoa học viễn tưởng']","['Vương quốc Anh', 'Hoa Kỳ', 'Nhật Bản', 'Pháp']"
148,American Women,2000,['Comedy'],6.2,"Irish lads send an ad to the Miami Herald inviting fit and enticing women, between the ages of 20 and 21, to live in their isolated Donegal village. The whole town knows about the ad, and it sharpens everyone's sense of the opportunities for happiness already at hand. Kate, a publican with a young daughter, is separating from her husband and catches the eye of a bachelor sheep farmer. Kieran the butcher realizes that his assistant Siobhan is comely, and then he discovers she's fiery as well. Ollie sends off for Dutch skin magazines that the village postmistress won't release to him. The men, and women, find counsel in their movie-loving priest. Will anyone answer the ad?—<jhailey@hotmail.com>","['Ian Hart', 'Sean McGinley', 'Niamh Cusack', 'Ruth McCabe', 'Ewan Stewart']",['Aileen Ritchie'],"['Ireland', 'United Kingdom']","Các lads Ireland đã gửi một quảng cáo cho Miami Herald mời phụ nữ đẹp và hấp dẫn giữa độ tuổi 20 đến 21 sống ở ngôi làng isolated Donegal của họ. Mọi người trong thị trấn đều biết về quảng cáo này, và nó làm sắc nét ý thức của mọi người về cơ hội hạnh phúc đã sẵn có. Kate, chủ quán rượu với con gái nhỏ, đang tách khỏi chồng mình và thu hút sự chú ý của một nông dân cừu độc thân. Kieran bác sĩ thịt nhận ra rằng Siobhan trợ lý của anh ta thật đẹp, và sau đó anh ấy phát hiện ra cô cũng khá dũng cảm. Ollie gửi cho các tạp chí da Holland mà thư viện bưu điện không đưa cho anh ấy. Những người đàn ông và phụ nữ tìm lời khuyên trong mục sư yêu thích phim của họ. Liệu ai sẽ trả lời quảng cáo này?",['Hài'],"['Ireland', 'Vương quốc Anh']"
149,The Transformers: The Movie,1986,"['Animation', 'Action', 'Adventure', 'Family', 'Sci-Fi']",7.2,"The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.","['Norman Alden', 'Jack Angel', 'Michael Bell', 'Gregg Berger', 'Susan Blu']",['Nelson Shin'],"['United States', 'Japan']","Các máy bay hình nộm phải ngăn chặn một siêu máy tự hủy hủy diệt hệ mặt trời, đó là một con robot khổng lồ đang truy đuổi bảng lãnh đạo của máy bay hình nộm. Trong khi đó, họ cũng phải bảo vệ mình trước một cuộc tấn công không khoan nhượng từ các Decepticons.","['Hoạt hình', 'Hành động', 'Phiêu lưu', 'Gia đình', 'Khoa học viễn tưởng']","['Hoa Kỳ', 'Nhật Bản']"
150,Dead Ringers,1988,"['Drama', 'Horror', 'Thriller']",7.2,"Twin gynecologists take full advantage of the fact that nobody can tell them apart, until their relationship begins to deteriorate over a woman.","['Jeremy Irons', 'Geneviève Bujold', 'Heidi von Palleske', 'Barbara Gordon', 'Shirley Douglas']",['David Cronenberg'],['Canada'],Hai bác sĩ phụ khoa song sinh lợi dụng sự giống nhau giữa hai người đến độ không ai có thể phân biệt được họ cho đến khi mối quan hệ của họ bắt đầu suy thoái vì một người phụ nữ.,"['Chính kịch', 'Kinh dị', 'Giật gân']",['Canada']
151,End of Days,1999,"['Action', 'Fantasy', 'Horror', 'Thriller']",5.8,"At the end of the century, Satan visits New York in search of a bride. It's up to an ex-cop who now runs an elite security outfit to stop him.","['Arnold Schwarzenegger', 'Gabriel Byrne', 'Robin Tunney', 'Kevin Pollak', 'CCH Pounder']",['Peter Hyams'],['United States'],"Cuối thế kỷ, Satan đến thăm New York để tìm một phu nhân. Đó là trách nhiệm của một cựu cảnh sát hiện đã trở thành chủ sở hữu của một công ty an ninh cao cấp ngăn chặn ông ta.","['Hành động', 'Giả tưởng', 'Kinh dị', 'Giật gân']",['Hoa Kỳ']
152,A Bronx Tale,1993,"['Crime', 'Drama']",7.8,"An intense drama about a boy torn between his tough, hard-working father and a violent yet charismatic crime boss.","['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato', 'Francis Capra', 'Taral Hicks']",['Robert De Niro'],['United States'],"Một bộ phim tâm lý về một chàng trai bị kéo giãn giữa cha mình, người luôn cố gắng vất vả và một tội phạm quyền lực nhưng cũng có tính cách cá tính.","['Tội phạm', 'Chính kịch']",['Hoa Kỳ']
153,The Spiral Staircase,1946,"['Drama', 'Horror', 'Mystery', 'Thriller']",7.3,"In 1916, a shadowy serial killer is targeting women with ""afflictions""; one night during a thunderstorm, the mute Helen feels menaced.","['Dorothy McGuire', 'George Brent', 'Ethel Barrymore', 'Kent Smith', 'Rhonda Fleming']",['Robert Siodmak'],['United States'],"Năm 1916, một kẻ giết người hàng loạt bí ẩn đang nhắm vào phụ nữ có ""tình trạng bệnh tật""; một đêm trong mưa giông, Helen, người đã mất tiếng nói, cảm thấy bị đe dọa.","['Chính kịch', 'Kinh dị', 'Bí ẩn', 'Giật gân']",['Hoa Kỳ']
154,Cotton Mary,1999,['Drama'],5.2,"A British family is trapped between culture, tradition, and the colonial sins of the past.","['Greta Scacchi', 'Madhur Jaffrey', 'James Wilby', 'Sarah Badel', 'Riju Bajaj']","['Ismail Merchant', 'Madhur Jaffrey']","['France', 'United Kingdom', 'United States']","Một gia đình người Anh bị mắc kẹt giữa văn hóa, truyền thống và tội ác thuộc địa của quá khứ.",['Chính kịch'],"['Pháp', 'Vương quốc Anh', 'Hoa Kỳ']"
155,Ghostbusters II,1989,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",6.6,The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.,"['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis', 'Rick Moranis']",['Ivan Reitman'],['United States'],Khám phá một dòng sông lớn của ectoplasm và sự hồi sinh của hoạt động siêu vi mô cho phép nhân viên Ghostbusters phục hồi kinh doanh.,"['Hành động', 'Hài', 'Giả tưởng', 'Khoa học viễn tưởng']",['Hoa Kỳ']
156,Santa Fe Trail,1940,"['Drama', 'War', 'Western']",6.2,"In 1854, Jeb Stuart, George Custer and other graduates from West Point are posted to Kansas to help pacify the territory before railroad construction to Santa Fe can resume.","['Errol Flynn', 'Olivia de Havilland', 'Raymond Massey', 'Ronald Reagan', 'Alan Hale']",['Michael Curtiz'],['United States'],"Năm 1854, Jeb Stuart, George Custer và các tân cử nhân từ West Point được gửi đến Kansas để giúp bình tĩnh vùng đất trước khi có thể khởi công lại đường sắt đến Santa Fe.","['Chính kịch', 'Chiến tranh', 'Miền Tây']",['Hoa Kỳ']
157,Smilla's Sense of Snow,1997,"['Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",6.3,"A 6 y.o. Inuit boy runs off a snowy roof in Copenhagen and dies. Smilla, a half Inuit who lives in the building and knows the boy, looks into it. What makes an acrophobic boy run up on the roof? The clues take her to Greenland.","['Jens Jørgen Fleischer', 'Julia Ormond', 'Agga Olsen', 'Patrick Field', 'Matthew Marsh']",['Bille August'],"['Denmark', 'Germany', 'Sweden']","Một chàng trai Inuit 6 tuổi chạy khỏi mái nhà tuyết ở Copenhagen và qua đời. Smilla, một người nửa Inuit sống trong tòa nhà đó và biết được chàng trai trẻ này, đã điều tra sự việc. Điều gì đã khiến một cậu bé sợ thang đứng lên trên nó? Các dấu hiệu đưa cô đến Greenland.","['Tội phạm', 'Chính kịch', 'Bí ẩn', 'Khoa học viễn tưởng', 'Giật gân']","['Đan Mạch', 'Đức', 'Thụy Điển']"
158,Man on the Moon,1999,"['Biography', 'Comedy', 'Drama']",7.4,The life and career of legendary comedian Andy Kaufman.,"['Jim Carrey', 'Gerry Becker', 'Greyson Erik Pendry', 'Brittany Colonna', 'Leslie Lyles']",['Milos Forman'],"['United Kingdom', 'Germany', 'Japan', 'United States']",Cuộc đời và sự nghiệp của nghệ sĩ hài hước vĩ đại Andy Kaufman.,"['Tiểu sử', 'Hài', 'Chính kịch']","['Vương quốc Anh', 'Đức', 'Nhật Bản', 'Hoa Kỳ']"
159,Anchors Aweigh,1945,"['Comedy', 'Fantasy', 'Musical']",7.0,A pair of sailors on leave try to help a movie extra become a singing star.,"['Frank Sinatra', 'Kathryn Grayson', 'Gene Kelly', 'José Iturbi', 'Dean Stockwell']","['George Sidney', 'Joseph Barbera', 'William Hanna']",['United States'],Một cặp thủy thủ nghỉ phép cố gắng giúp một diễn viên phụ trở thành ngôi sao nhạc kịch.,"['Hài', 'Giả tưởng', 'Nhạc kịch']",['Hoa Kỳ']
160,The Grand Illusion,1937,"['Drama', 'War']",8.1,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress.","['Jean Gabin', 'Dita Parlo', 'Pierre Fresnay', 'Erich von Stroheim', 'Julien Carette']",['Jean Renoir'],['France'],"Trong Chiến tranh Thế giới I, hai lính Pháp bị bắt và giam giữ trong một trại tù binh P.O.W. Đức.  Có nhiều nỗ lực đào thoát tiếp theo cho đến khi họ cuối cùng được gửi đến một pháo đài dường như không thể thoát khỏi.","['Chính kịch', 'Chiến tranh']",['Pháp']
161,Practical Magic,1998,"['Comedy', 'Drama', 'Fantasy', 'Romance']",6.3,"Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love.","['Sandra Bullock', 'Nicole Kidman', 'Stockard Channing', 'Dianne Wiest', 'Goran Visnjic']",['Griffin Dunne'],['United States'],"Hai chị em phù thủy được nuôi dưỡng bởi các dượng điên rồ trong một thị trấn nhỏ, phải đối mặt với sự phản cảm gần gũi và một lời nguyền có khả năng ngăn chặn họ tìm được tình yêu vĩnh cửu.","['Hài', 'Chính kịch', 'Giả tưởng', 'Lãng mạn']",['Hoa Kỳ']
162,Private Parts,1997,"['Biography', 'Comedy', 'Drama']",6.9,"The autobiographical story of Howard Stern, the radio rebel who is now also a TV personality, an author and a movie star.","['Howard Stern', 'Robin Quivers', 'Mary McCormack', 'Fred Norris', 'Paul Giamatti']",['Betty Thomas'],['United States'],"Câu chuyện tự truyện của Howard Stern, kẻ phản diện trên đài phát thanh đã trở thành một nhân vật truyền hình, tác giả và ngôi sao điện ảnh.","['Tiểu sử', 'Hài', 'Chính kịch']",['Hoa Kỳ']
163,The Terminator,1984,"['Action', 'Adventure', 'Sci-Fi']",8.1,A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.,"['Arnold Schwarzenegger', 'Michael Biehn', 'Linda Hamilton', 'Paul Winfield', 'Lance Henriksen']",['James Cameron'],"['United Kingdom', 'United States']",Một sát thủ từ tương lai được trang bị công nghệ cyber có cố gắng tìm và giết một cô gái trẻ sắp sinh ra một người chiến binh sẽ lãnh đạo phong trào kháng cự để cứu nhân loại khỏi tuyệt chủng.,"['Hành động', 'Phiêu lưu', 'Khoa học viễn tưởng']","['Vương quốc Anh', 'Hoa Kỳ']"
164,Halloween: The Curse of Michael Myers,1995,"['Horror', 'Thriller']",4.7,"Six years after Michael Myers last terrorized Haddonfield, he returns there in pursuit of his niece, Jamie Lloyd, who has escaped with her newborn child, for which Michael and a mysterious cult have sinister plans.","['Donald Pleasence', 'Paul Rudd', 'Marianne Hagan', 'Mitchell Ryan', 'Kim Darby']",['Joe Chappelle'],['United States'],"Sáu năm sau khi Michael Myers đã làm cho kinh hoàng tại Haddonfield, anh trở lại đó để theo đuổi cháu gái mình là Jamie Lloyd, người đã trốn thoát với con cái mới sinh ra, vì cả Michael và một nhóm thực dân bí ẩn đều có những kế hoạch ác ý.","['Kinh dị', 'Giật gân']",['Hoa Kỳ']
165,Lost Horizon,1937,"['Adventure', 'Drama', 'Fantasy', 'Mystery']",7.6,"When a revered diplomat's plane is diverted and crashes in the peaks of Tibet, he and the other survivors are guided to an isolated monastery at Shangri-La, where they wrestle with the invitation to stay.","['Ronald Colman', 'Jane Wyatt', 'Edward Everett Horton', 'John Howard', 'Thomas Mitchell']",['Frank Capra'],['United States'],"Khi máy bay của một nhà ngoại giao được tôn kính bị tặc lưỡi và rơi xuống các đỉnh núi Tây Tạng, anh ta và những người sống sót khác được dẫn đến một tu viện cách ly ở Shangri-La, nơi họ phải đấu tranh với lời mời ở lại.","['Phiêu lưu', 'Chính kịch', 'Giả tưởng', 'Bí ẩn']",['Hoa Kỳ']
166,See the Sea,1997,"['Drama', 'Thriller']",6.8,"While waiting her husband return from a business trip, a young woman with a baby is getting close with a strange woman traveler.","['Sasha Hails', 'Marina de Van', 'Samantha', 'Paul Raoux', 'Nicolas Brevière']",['François Ozon'],['France'],"Trong lúc chờ chồng trở về từ một chuyến công tác kinh doanh, một phụ nữ trẻ có em bé đang dần gần gũi với một người phụ nữ du khách kỳ lạ.","['Chính kịch', 'Giật gân']",['Pháp']
167,Citizen Kane,1941,"['Drama', 'Mystery']",8.3,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'","['Joseph Cotten', 'Dorothy Comingore', 'Agnes Moorehead', 'Ruth Warrick', 'Ray Collins']",['Orson Welles'],['United States'],"Sau khi qua đời của doanh nhân xuất bản người giàu có Charles Foster Kane, các phóng viên vây quanh để khám phá ý nghĩa cuối cùng của ông: ""Rosebud"".","['Chính kịch', 'Bí ẩn']",['Hoa Kỳ']
168,A Perfect Candidate,1996,['Documentary'],7.3,"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ensues.","['Don Baker', 'Mark Goodin', 'Mark Merritt', 'Peter Baker', 'Glen Bolger']","['R.J. Cutler', 'David Van Taylor']",['United States'],"Nhà làm phim theo dõi nỗ lực bất thành của Oliver North trong việc đua ghế Thượng viện bang Virginia năm 1994, tập trung vào nhà chiến lược chiến dịch của Bắc, Mark Goodin và một phóng viên báo The Washington Post . Òm lại những thô lỗ.",['Tài liệu'],['Hoa Kỳ']
169,Romper Stomper,1992,"['Crime', 'Drama', 'Thriller']",6.8,A group of skinheads become alarmed at the way their neighbourhood is changing.,"['Russell Crowe', 'Daniel Pollock', 'Jacqueline McKenzie', 'Alex Scott', 'Leigh Russell']",['Geoffrey Wright'],['Australia'],Một nhóm người da trắng cực đoan trở nên lo lắng trước sự thay đổi của khu phố của họ.,"['Tội phạm', 'Chính kịch', 'Giật gân']",['Úc']
170,Delicatessen,1991,"['Comedy', 'Crime']",7.5,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,"['Pascal Benezech', 'Dominique Pinon', 'Marie-Laure Dougnac', 'Jean-Claude Dreyfus', 'Karin Viard']","['Marc Caro', 'Jean-Pierre Jeunet']",['France'],Kịch bản phim về hiện tượng hậu tận thế kỳ dị hài hước về chủ nhà của tòa nhà chung cư có đôi khi chuẩn bị một món ăn đặc sản cho khách thuê điên rồ của mình.,"['Hài', 'Tội phạm']",['Pháp']
171,Back to the Future Part III,1990,"['Adventure', 'Comedy', 'Sci-Fi', 'Western']",7.4,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered.","['Michael J. Fox', 'Christopher Lloyd', 'Mary Steenburgen', 'Tom Wilson', 'Lea Thompson']",['Robert Zemeckis'],['United States'],"Marty McFly bị mắc kẹt vào năm 1955 và biết về cái chết của Doc Brown trong năm 1885 và phải đi ngược thời gian để cứu anh ấy. Với nhiên liệu không thể tìm thấy sẵn sàng cho DeLorean, hai người này phải tìm cách thoát khỏi Tây nguyên cổ điển trước khi Emmett bị sát hại.","['Phiêu lưu', 'Hài', 'Khoa học viễn tưởng', 'Miền Tây']",['Hoa Kỳ']
172,Calendar Girl,1993,"['Comedy', 'Drama']",5.1,"Three young men go on an end of the summer trip to Hollywood, California. Their quest: to fulfill the fantasy of meeting Marilyn Monroe.","['Jason Priestley', 'Gabriel Olds', ""Jerry O'Connell"", 'Joe Pantoliano', 'Steve Railsback']",['John Whitesell'],['United States'],"Ba người đàn ông trẻ đã đến Los Angeles, California vào cuối mùa hè để hoàn thành giấc mơ gặp gỡ Marilyn Monroe.","['Hài', 'Chính kịch']",['Hoa Kỳ']
173,Cool Runnings,1993,"['Adventure', 'Comedy', 'Family', 'History', 'Sport']",7.0,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.","['Leon', 'Doug E. Doug', 'Rawle D. Lewis', 'Malik Yoba', 'John Candy']",['Jon Turteltaub'],['United States'],"Khi một vận động viên đi bộ Jamaïca bị loại khỏi Giải Olympic, anh ấy xin giúp đỡ của một huấn luyện viên bị khinh địch để bắt đầu Đội trượt tuyết băng giá Jamaica đầu tiên.","['Phiêu lưu', 'Hài', 'Gia đình', 'Lịch sử', 'Thể thao']",['Hoa Kỳ']
174,Destination Moon,1950,"['Adventure', 'Drama', 'Sci-Fi', 'Thriller']",6.3,"""Destination Moon"", tells the tale of when Doctor Charles Cargraves and retired General Thayer approach Jim Barnes, the head of his own aviation construction firms to help build a rocket that will take them to the moon.","['John Archer', 'Warner Anderson', 'Tom Powers', 'Dick Wesson', ""Erin O'Brien-Moore""]",['Irving Pichel'],['United States'],"""Đích đến Mặt Trăng"", kể lại câu chuyện khi Tiến sĩ Charles Cargraves và Thiếu tướng đã về hưu Thayer tiếp cận Jim Barnes, người đứng đầu các công ty xây dựng hàng không của riêng mình để giúp họ xây dựng một tên lửa sẽ đưa họ đến Mặt Trăng.","['Phiêu lưu', 'Chính kịch', 'Khoa học viễn tưởng', 'Giật gân']",['Hoa Kỳ']
175,Frankenstein Meets the Wolf Man,1943,"['Fantasy', 'Horror', 'Sci-Fi']",6.4,"The resurrected Wolf Man, seeking a cure for his malady, enlists the aid of a mad scientist, who claims he will not only rid the Wolf Man of his nocturnal metamorphosis, but also revive the frozen body of Frankenstein's inhuman creation.","['Lon Chaney Jr.', 'Ilona Massey', 'Patric Knowles', 'Lionel Atwill', 'Bela Lugosi']",['Roy William Neill'],['United States'],"Người đàn ông sói được hồi sinh tìm kiếm một liệu pháp cho bệnh tật của mình đã tìm sự giúp đỡ của một nhà khoa học điên, người tuyên bố rằng không chỉ sẽ loại bỏ sự biến dạng ban đêm của Người Sói mà còn sẽ làm sống lại xác ướp vô nhân tính của Frankenstein.","['Giả tưởng', 'Kinh dị', 'Khoa học viễn tưởng']",['Hoa Kỳ']
176,Flying Tigers,1942,"['Action', 'Drama', 'Romance', 'War']",6.7,Capt. Jim Gordon's command of the famed American volunteer fighter group in China is complicated by the recruitment of an old friend who is a reckless hotshot.,"['John Wayne', 'John Carroll', 'Anna Lee', 'Paul Kelly', 'Gordon Jones']",['David Miller'],['United States'],Sáng tạo của Trung úy Jim Gordon về đội phi công tình nguyện danh tiếng của Mỹ tại Trung Quốc bị phức tạp hóa bởi việc tuyển dụng một người bạn lâu năm mà họ xem là một tên trẻ nóng nảy không có trách nhiệm.,"['Hành động', 'Chính kịch', 'Lãng mạn', 'Chiến tranh']",['Hoa Kỳ']
177,The Replacements,2000,"['Comedy', 'Sport']",6.6,"During a pro football strike, the owners hire substitute players.","['Keanu Reeves', 'Gene Hackman', 'Brooke Langton', 'Orlando Jones', 'Faizon Love']",['Howard Deutch'],['United States'],"Trong thời gian đình công bóng đá chuyên nghiệp, chủ sở hữu thuê các cầu thủ thay thế.","['Hài', 'Thể thao']",['Hoa Kỳ']
178,Around the World in 80 Days,1956,"['Adventure', 'Comedy', 'Family', 'Romance']",6.7,A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.,"['Cantinflas', 'Finlay Currie', 'Robert Morley', 'Ronald Squire', 'Basil Sydney']","['Michael Anderson', 'John Farrow']",['United States'],Một người Anh từ thời Victoria đặt cược rằng với các con tàu hơi nước và đường sắt mới ông có thể vòng quanh thế giới trong tám mươi ngày.,"['Phiêu lưu', 'Hài', 'Gia đình', 'Lãng mạn']",['Hoa Kỳ']
179,Jakob the Liar,1999,"['Comedy', 'Drama', 'War']",6.5,"During World War II, an ordinary inhabitant of a ghetto fakes news about Allied offensives to inspire hope for other victims of the Nazi regime.","['Robin Williams', 'Hannah Taylor Gordon', 'Éva Igó', 'István Bálint', 'Justus von Dohnányi']",['Peter Kassovitz'],"['France', 'Germany', 'United States']","Trong Thế chiến thứ hai, một cư dân địa phương của khu phố giả tin tức về những cuộc tấn công của Đồng minh để tạo hy vọng cho các nạn nhân khác của chế độ Nazi.","['Hài', 'Chính kịch', 'Chiến tranh']","['Pháp', 'Đức', 'Hoa Kỳ']"
180,Love and a .45,1994,"['Crime', 'Romance', 'Thriller']",6.0,"A small time crook flees to Mexico to evade the authorities, loan sharks, and his murderous ex-partner with only his fiancé and a trusted Colt .45.","['Gil Bellows', 'Renée Zellweger', 'Rory Cochrane', 'Jeffrey Combs', 'Jace Alexander']",['C.M. Talkington'],['United States'],"Một tên tội phạm nhỏ trốn sang México để tránh cơ quan chức năng, thợ mỏ cho vay, và đối tác cũ của mình với vũ khí duy nhất là Colt .45 và người yêu sắp cưới.","['Tội phạm', 'Lãng mạn', 'Giật gân']",['Hoa Kỳ']
181,Pitch Black,2000,"['Horror', 'Sci-Fi', 'Thriller']",7.0,A transport ship crashes and leaves its crew stranded on a desert planet inhabited by bloodthirsty creatures that come out during an eclipse.,"['Vin Diesel', 'Radha Mitchell', 'Cole Hauser', 'Keith David', 'Lewis Fitz-Gerald']",['David Twohy'],['United States'],Một tàu vận tải bị đâm va và bỏ lại phi hành đoàn trên một hành tinh hoang vu nơi cư trú của những sinh vật máu lửa xuất hiện trong thời kỳ giao hội mặt trăng.,"['Kinh dị', 'Khoa học viễn tưởng', 'Giật gân']",['Hoa Kỳ']
182,Celtic Pride,1996,"['Comedy', 'Sport']",5.3,Two over-loyal Celtic fans kidnap their opponent's star player in order to guarantee their team the championship.,"['Damon Wayans', 'Daniel Stern', 'Dan Aykroyd', ""Gail O'Grady"", 'Christopher McDonald']",['Tom DeCerchio'],['United States'],Hai người hâm mộ Celtic quá dứt khoát đã bắt giữ cầu thủ ngôi sao của đội đối đầu để đảm bảo rằng đội của họ sẽ giành chức vô địch.,"['Hài', 'Thể thao']",['Hoa Kỳ']
